,nombreh_id,comentario,fechac
5039,Modern Luxury Home in Ambato,"Can only recommend Diego's place. Situated in a nice little gated community but not too far from the center. Car is recommended though. Super-clean and modern 3 story-house with a nice living room, state of the art TVs and a great patio. Overall it's an awesome place to stay with no downsides which we can wholeheartedly recommend. Also Diego is a very involved and attentive host.",2021-11-01
5040,Modern Luxury Home in Ambato,"Nice new house in secure location. It is a bit far from anything, so taxi or uber to anywhere is usually needed. Not really anything that can be done by host, but there's a lot of stray dogs in the area which can be loud at night barking.",2021-10-01
5041,"Cozy apartment, a comfortable room","Liliana was always very nice and available to answer my questions. The whole place is very tiny, not comfortable to move around and the area feels very, very unsafe and isolated. I only booked this place for 2 nights, however I took a taxi very early in the morning of my departure day, since I couldn’t wait to leave. Place was clean, however the furniture and the whole place needs to be updated. Even tough this place is advertised as a “Condominium”, the street sign reads as “ Galapagos Apartments”. Condominium means to me, much, much more than what this place is . My taxi driver had an enormous difficulty to find the location.",2022-09-01
5042,"Cozy apartment, a comfortable room",Agradable,2022-08-01
5043,"Cozy apartment, a comfortable room",Very nice apartment. Excellent value. Highly recommend.,2022-07-01
5044,"Cozy apartment, a comfortable room","It’s cozy and clean. The host is very nice and helpful. The location is good, wifi works well:) Recommended def",2022-04-01
5045,"Cozy apartment, a comfortable room","small and cozy place. It is always very clean and has all the basic needs. the hostess is very kind, it was a nice stay.",2022-04-01
5046,"Cozy apartment, a comfortable room",The studio is very cozy and cute . It’s relatively small but has a large flowered garden ..,2022-04-01
5047,"Cozy apartment, a comfortable room",Lovely host who makes sure you feel comfortable. Very clean apartment and great communication before and during stay.I can recommend this place.,2022-03-01
5048,"Lovely suite in Ficoa Las Palmas, Ambato","Very excellent , recommended",2022-10-01
5049,"Lovely suite in Ficoa Las Palmas, Ambato","Nice and nice , suitable for working a few hours a day on the computer.",2022-10-01
5050,"Lovely suite in Ficoa Las Palmas, Ambato","The host was very kind and helpful at all times, he was always attentive at the time of the stay, everything was very clean and tidy, the suite is beautiful and modern without hesitation. I will stay again 🥳🥳",2022-10-01
5051,"Lovely suite in Ficoa Las Palmas, Ambato","Excellent stay , quiet and especially excellent hosts . Everything is very nice .Recommended 💯",2022-10-01
5052,"Lovely suite in Ficoa Las Palmas, Ambato","The apartment is beautiful, ideal for relaxing as a couple. The spaces are very well distributed and it is really very cozy from the entrance! Felix and his family are very warm and were always very attentive to us. We thank you very much for the place that exceeds what is described and above all your hospitality.",2022-09-01
5053,"Lovely suite in Ficoa Las Palmas, Ambato","Excellent, the host was very cordial and attentive.",2022-09-01
5054,Modern Apartment 3Hab #4 City Center,Great place and great host,2022-09-01
5055,Modern Apartment 3Hab #4 City Center,Great place in downtown Ambato. We stayed for one night before proceeding to Baños. The apartment has all the amenities you need and you have many shops and food places to pick from.,2022-08-01
5056,Modern Apartment 3Hab #4 City Center,Carlos place was great I got it very last minute the only thing that sucks it’s on the 4th floor and with luggage you’re going to get a workout in. Other than that it was mostly clean just old trash in the bathroom but the kid took it out and leftover clothes in the dresser. Netflix was slow but I’ve noticed it’s like that in most places in South America. Internet can be faster if anything but It’s right in the downtown close to everything,2021-11-01
5057,Modern Apartment 3Hab #4 City Center,"Very spacious, comfortable unit with rooftop access with a nice view of the mountains. Laundry and Hot tub for a fee and very centrally located. Thin windows were the only downside due to an alarm going off for hours one night.",2021-09-01
5058,Modern Apartment 3Hab #4 City Center,Relaxing and safe,2022-11-01
5059,Modern Apartment 3Hab #4 City Center,"The place is very nice, super cozy. The administrator was always ready to help with luggage. The garage around the corner is safe.",2022-11-01
5060,Modern Apartment 3Hab #4 City Center,"First, safety and communication is first and foremost, and this was not the case. The price was not the apt for what I saw and the nearby places neither. I think they need to detail more so that the people who rent have no problems. In addition, the co-host had to call him more than 10 times and a lady answered me, first I was sent a 10-year-old or 12-year-old to give me the keys, I asked to be sent to an adult and in the end a 19-year-old person came who turned my eyes to indicate all the mishaps we had. In the description they indicate that there is a garage, which there is no. And I was sent to look for one nearby that was an additional $3.00 .. The host scoffed at me because I told him it was a 19-year-old . I don't think her attitude was adequate and she also lives in another country and it's obvious that she couldn't fix it. We asked for the refund and he declined to return it even though there is an aircover and he told me that this does not apply to him. Terrible would NEVER RECOMMEND THIS PLACE.",2022-10-01
5061,VILLA 5 - Luxury Apartment,"Honestly one of the nicest and cleanest airbnbs I’ve ever stayed in, I’m still shocked at how inexpensive it was to stay at this BEAUTIFUL 2 floor apartment. Highly recommend to everybody",2022-09-01
5062,VILLA 5 - Luxury Apartment,everything as expected,2022-09-01
5063,VILLA 5 - Luxury Apartment,Best place to stay,2022-06-01
5064,VILLA 5 - Luxury Apartment,"Amazing home! The view was espectacular. Jorge made sure there was someone to greet us as we got and someone to assist us as we left. Definitely  somewhere I will come again with my family. The only con is that that it's a 2 floor walk up, if you have luggage, this is not ideal.",2021-02-01
5065,VILLA 5 - Luxury Apartment,"Indeed a highly recommended apartment.  Entrance to the property was prompt.  The apartment was very clean, luxurious and comfortable.  WiFi worked well. Parking was secure.  Beds were comvortable.  Showers worked well. Kitchen was well equipped.  It was close to a supermarket.  I would highly recommend this apartment.",2020-01-01
5066,VILLA 5 - Luxury Apartment,Highly recommended,2019-09-01
5067,VILLA 5 - Luxury Apartment,"This is a very beautiful apartment, and the space was amazing for our family of 5. The kids enjoyed having NETFLIX. Jorge was very helpful and quick to respond to our initial queries.  There is lovely view of the volcano from the upper floor.  The apartment does get a bit cold in the winter months so you may need to bring warm socks. I would definitely recommend staying here.",2019-08-01
5068,Cosmos Chill. Suite with Jacuzzi and aquarium.,"Amazing location and what a pleasant and inviting layout!  As someone else said, the pix don't do it justice, it's far superior.  Felt absolutely comfortable soon as I walked in and the host was wonderful.  Totally recommend for anyone staying in Ambato!",2022-05-01
5069,Cosmos Chill. Suite with Jacuzzi and aquarium.,"Amazing place, quite relaxing and beautiful decoration. I'll definitely come back.",2022-04-01
5070,Cosmos Chill. Suite with Jacuzzi and aquarium.,"First things first, pictures do NOT do this place justice! This stay is 10x better than we expected and we had high expectations! The fridge was stocked with wine, drinks and snacks (of note, let Cristian know what you had so he can charge you for use, still very reasonable). There were so many beautiful fish in the tanks, we were able to use the projector and the bed was so comfy it was hard to leave in the morning! We met his adorable dog Negra, and his family welcomed us into their private home to spend quality time together which was so much fun even with the language barrier! Cristian is also an amazing artist and creator, take a peek inside his small store and if you have a chance go to the main one he has near the house. He gave us very clear instructions, the only door on the street with many colors (he was not kidding! So cool!) and his family was there to greet us at the door and welcome us inside. It is in a perfect location where taxis are readily available but not too loud where it is difficult to sleep. His mother provided us with plenty of extra blankets and a duvet in case we were cold overnight, so sweet!Only challenge was getting the hot water in the jacuzzi to work. Perhaps instructions regarding how to work the jacuzzi would be best for those looking to use it. Otherwise this stay completely exceeded our expectations. We highly highly recommend staying here if you can. We were here for Carnaval and it was the perfect location.",2022-02-01
5071,Cosmos Chill. Suite with Jacuzzi and aquarium.,"The place looks super great. Nice hot shower with pressure, also enough hot water for the jacuzzi. Wifi wasn’t that great at the beginning, but they fixed it. Room is big. Projector is fine, but the remote control didn’t work great, so I decided to connected my laptop with the projector, which worked perfectly. The only downside is the loud noice from the water flowing into the aquarium. However, the host mentioned he’ll change it. Communication was nice. They helped us when we had questions.",2021-10-01
5072,Cosmos Chill. Suite with Jacuzzi and aquarium.,Nice place!,2021-06-01
5073,Cosmos Chill. Suite with Jacuzzi and aquarium.,Nice,2021-02-01
5074,Cosmos Chill. Suite with Jacuzzi and aquarium.,The bed is huge and very comfortable! Good service.,2022-07-01
5075,Spacious and comfortable room in Ambato.,Good place,2022-10-01
5076,Spacious and comfortable room in Ambato.,Great place! Confortable,2022-10-01
5077,Spacious and comfortable room in Ambato.,"Very clean place, spacious room, very close to many shops, banks and public transportation. We arrived late, yet we were very well received. The only problem was the wifi, which didn't work at all in our room. Aside from that, we would come for short stays. Thank you!",2022-08-01
5078,Spacious and comfortable room in Ambato.,"I had a great experience in the hotel. Rich, the manager, was top notch. He was kind, helpful, and he knows how to cook! The hotel was clean and it was located in an area with pharmacies and restaurants, and it was 5 minutes by taxi to the city center.",2022-07-01
5079,Spacious and comfortable room in Ambato.,excellent,2022-11-01
5080,Spacious and comfortable room in Ambato.,excellent,2022-11-01
5081,Spacious and comfortable room in Ambato.,"Very clean and cozy, a great place",2022-10-01
5082,Spacious and comfortable room in Ambato.,Simply Outstanding,2022-10-01
5083,Spacious and comfortable room in Ambato.,"The place is located in a nice area, very cozy, clean, comfortable, excellent service, very friendly, a 10 out of 10",2022-09-01
5084,Spacious and comfortable room in Ambato.,"Very grateful for the wonderful stay and hospitality we received at this beautiful hotel, definitely the best in Ambato Ecuador. Without hesitation we will stay again every time we go to this beautiful city in this prestigious, luxurious, comfortable and beautiful place in every sense.",2022-09-01
5085,Spacious and comfortable room in Ambato.,Very good place,2022-09-01
5086,Spacious and comfortable room in Ambato.,"Excellent place, very spacious room, clean and very friendly staff",2022-08-01
5087,Spacious and comfortable room in Ambato.,"Good hotel, good rate, good breakfast (although it is not included in the rate) some small details to improve such as better towels and better maintenance in bathrooms, but overall it was very good. The parking lot is a few stalls for the size of the hotel, it's a nice touch.",2022-08-01
5088,Spacious and comfortable room in Ambato.,Great !,2022-08-01
5089,Beautiful and comfortable apartment in Ambato,"A safe, cozy place close to everything",2022-10-01
5090,Beautiful and comfortable apartment in Ambato,It is an excellent option near the center and where you can rest.,2022-10-01
5091,Beautiful and comfortable apartment in Ambato,Excellent. Everything 10/10 without a doubt if I go back to Ambato I would stay there.,2022-10-01
5092,Beautiful and comfortable apartment in Ambato,"Recommended, clean and safe place. Very friendly and helpful host",2022-10-01
5093,Beautiful and comfortable apartment in Ambato,"very comfortable apartment, clean, comfortable, central. Gissela was very friendly and attentive to any concerns. I would definitely stay there again",2022-10-01
5094,Beautiful and comfortable apartment in Ambato,Great location and everything in the apartment. Enjoy my stay.,2022-10-01
5095,Beautiful and comfortable apartment in Ambato,"Very nice apartment, safe, modern and quiet you can rest peacefully, includes private parking 10/10✌🏼",2022-10-01
5096,Departamento Centro AMBATO,"Because of the Paro I was forced to stay in Ambato super last second. I made the booking and arrived at the location as soon as I was accepted so I can understand the place not being cleaned up by the time I got there. Juan assured me if we went out to eat (we were starving and needed some groceries as well) the house would be cleaned while we were gone. Unfortunately, it wasnt cleaned up while we were gone but the lady arrived as we were waiting around in the living room. She did a great job, although I did have to request for her to change the sheets but I'm pretty sure it was the same blankets. So that threw me off but the location is perfect and Juan is very responsive to any issues you may have. There was a usable bathroom, a usable kitchen, and the wifi worked so I can't complain. The floor does creak a lot and the airbnb is located all the way at the top for those with mobility issues. Thank you for everything Juan!",2022-06-01
5097,Departamento Centro AMBATO,"Great apartment in the center of town. Close to bars, shops and restaurants. Just FYI for future travelers the apartment is on the top floor and there is no elevator if you have heavy suitcase it will be a pain going up the stairs. Also the shower is an electric shower it provides medium hot water, but if you are expecting a hot shower it's not gonna happen. Otherwise the apartment is big spacious and in a great location.",2022-05-01
5098,Departamento Centro AMBATO,"Perfect place for an stay in Ambato, the apartment is perfectly located.",2022-03-01
5099,Departamento Centro AMBATO,.,2022-02-01
5100,Departamento Centro AMBATO,"The host was very helpful when we arrived late and the building was locked. There was no lock-box for the keys, which would've been easier but we were able to find wifi at the nearby library to call him. He was also very accommodating when our plans changed and we needed to leave a few  days early. The apartment itself has the basics (and lots of fun pop-art) so it has the feel of a youth hostel. The internet is slow if you're doing anything more than email and the floors are very squeaky (walking to the bathroom during the night wakes everyone else up), but the location is very close to the park, cathedral, shopping, and restaurants. Overall it's a good value if you need an inexpensive place in Ambato.",2022-01-01
5101,Departamento Centro AMBATO,We would have appreciated faster internet speeds.,2021-09-01
5102,Departamento Centro AMBATO,Juan is a great host. Very attentive and always willing to help. Will definitely stay again.,2021-04-01
5103,Bedrooms with private bathrooms,"Great family, great place, great price.  I would definitely stay there again and recommend it.",2022-02-01
5104,Bedrooms with private bathrooms,:),2021-10-01
5105,Bedrooms with private bathrooms,Great place if you are looking to stay in Ambato. Nice room and host,2021-10-01
5106,Bedrooms with private bathrooms,Perfect! 👌🏻 Super friendly and welcoming- best place to stay in Amabto 😉,2021-09-01
5107,Bedrooms with private bathrooms,it was okay to be a comfortable place to stay,2022-11-01
5108,Bedrooms with private bathrooms,"Excellent place, comfortable, quiet and close to many places to visit.",2022-10-01
5109,Bedrooms with private bathrooms,A nice and conveniently located place.,2022-10-01
5110,Bedrooms with private bathrooms,"Excellent cleanliness, good location and communication",2022-10-01
5111,Bedrooms with private bathrooms,Super cute and very good,2022-10-01
5112,Bedrooms with private bathrooms,I stayed 1 week : and I really felt at home🏠. Super recommended,2022-09-01
5113,Bedrooms with private bathrooms,Love it,2022-09-01
5114,Bedrooms with private bathrooms,"excellent, recommended!",2022-08-01
5115,Bedrooms with private bathrooms,Cleaning should be improved,2022-07-01
5116,Bedrooms with private bathrooms,Very private and clean 😊👍,2022-07-01
5117,😲 RELAXING and BEAUTIFUL full apartment👌,Very nice,2022-07-01
5118,😲 RELAXING and BEAUTIFUL full apartment👌,Santiago is a great host and very helpful. His communication is great!,2022-07-01
5119,😲 RELAXING and BEAUTIFUL full apartment👌,BRB!,2022-11-01
5120,😲 RELAXING and BEAUTIFUL full apartment👌,all good,2022-10-01
5121,😲 RELAXING and BEAUTIFUL full apartment👌,"Cozy, clean, very nice, will be back soon",2022-10-01
5122,😲 RELAXING and BEAUTIFUL full apartment👌,"The apartment is very nice and modern, although some kitchen appliances are missing.  But I would stay here again.",2022-10-01
5123,😲 RELAXING and BEAUTIFUL full apartment👌,"Good service, the apartment is cozy and recommended",2022-10-01
5124,😲 RELAXING and BEAUTIFUL full apartment👌,Very comfortable apartment. Santiago is very attentive and attentive to messages. Recommended.,2022-10-01
5125,😲 RELAXING and BEAUTIFUL full apartment👌,Thank you for hosting us!,2022-09-01
5126,😲 RELAXING and BEAUTIFUL full apartment👌,Thank you with Santiago for the hospitality for the company's partners. Regards,2022-09-01
5127,😲 RELAXING and BEAUTIFUL full apartment👌,Value ….Recommended,2022-09-01
5128,😲 RELAXING and BEAUTIFUL full apartment👌,It was everything I expected and more,2022-08-01
5129,😲 RELAXING and BEAUTIFUL full apartment👌,"Very good place, super recommended",2022-08-01
5130,😲 RELAXING and BEAUTIFUL full apartment👌,Thank you for having us.,2022-08-01
5131,Modern 2-Bedroom Apartment #2 City Center,Todo ok,2022-10-01
5132,Modern 2-Bedroom Apartment #2 City Center,Very nice. My only complain is the shower which did not have a lot of hot water as promised. Everything else was great,2022-10-01
5133,Modern 2-Bedroom Apartment #2 City Center,Great communication with the host!,2022-09-01
5134,Modern 2-Bedroom Apartment #2 City Center,Agradable y confortable,2022-08-01
5135,Modern 2-Bedroom Apartment #2 City Center,"Highly recommend, it’s conveniently located at the heart of town. Exactly as described, the host was very welcoming  and accommodating. Would stay here again",2022-06-01
5136,Modern 2-Bedroom Apartment #2 City Center,very good place to stay.,2022-04-01
5137,Modern 2-Bedroom Apartment #2 City Center,"The local Host, Mateo, was very kind in the check in and assisting knowing what to do in the area. The cost was a good value.",2022-03-01
5138,Modern 2-Bedroom Apartment #2 City Center,The apartment is very nice and safe. There’s a lot of noise early in the morning. A lot of restaurants close by.,2021-11-01
5139,Modern 2-Bedroom Apartment #2 City Center,This place was very clean and really stylish. We had a very comfortable stay! Would definitely book again.,2020-08-01
5140,Modern 2-Bedroom Apartment #2 City Center,"Great place to stay, plenty of space and very quick response from the host.. I highly recommend.,",2020-05-01
5141,Modern 2-Bedroom Apartment #2 City Center,Modern and clean Apartment. Communication very easy and a helpful landlord. I would book it again :),2020-02-01
5142,Modern 2-Bedroom Apartment #2 City Center,"Everything was very nice, grateful!",2022-10-01
5143,Modern 2-Bedroom Apartment #2 City Center,"Excellent service, everything as agreed! Recommended!",2022-10-01
5144,Modern 2-Bedroom Apartment #2 City Center,"Very good place, centrally located !!",2022-10-01
5145,HERMOSA DELUXE SUITE,This was a very nice place and evetything was as described.  Great visit,2022-03-01
5146,HERMOSA DELUXE SUITE,"Andres is an excellent host and knows Ambato and the surrounding area very well! The apartment is AMAZING! This is the cleanest and most beautiful modern place we stayed in Ecuador and by far the best! It’s a short walk to the mall and a short drive to the historic center. Ambato is a great stay to do many things in Ecuador (Chimborazo, Banos, Riobamba etc) and we highly recommend Andres!",2021-11-01
5147,HERMOSA DELUXE SUITE,Excellent service!,2022-10-01
5148,HERMOSA DELUXE SUITE,"quiet place, clean",2021-12-01
5149,HERMOSA DELUXE SUITE,"An organized, clean place and good service.",2021-11-01
5150,HERMOSA DELUXE SUITE,very friendly,2021-11-01
5151,HERMOSA DELUXE SUITE,"excellent service, everything is very clean and close to terminals",2021-11-01
5152,Beautiful large and spacious full house,Wonderful place and affordable price.Thank you for putting this together for my family.,2022-08-01
5153,Beautiful large and spacious full house,This place for a family is magical you feel like your home I travel with my mom 70 4 kids my wife and my nieces and nephews his place is worth every dollar especially for my girls they thought is so magical and felt like princess I recommend it to all families great area everything is near and perfect for large family,2022-05-01
5154,Beautiful large and spacious full house,Amazing,2022-10-01
5155,Beautiful large and spacious full house,An ideal place to spend time with family,2022-10-01
5156,Beautiful large and spacious full house,An amazing place!! Communication with Santiago was excellent!! I would definitely go back to the place,2022-10-01
5157,Beautiful large and spacious full house,House located in an excellent sector and super good service from the host.,2022-10-01
5158,Beautiful large and spacious full house,"Perfect stay, very spacious",2022-09-01
5159,"bear cabin, sweet home in the mountains.","If you are looking for the perfect getaway in nature, surrounded by cows and a magical vulcano this is the place! Connect with nature and yourself. Perfect 🙏🏻",2022-10-01
5160,"bear cabin, sweet home in the mountains.",I had an amazing time in the cabin. The view is so impressive then the pictures on Airbnb show and its a great place to relax and disconnect from the busy world outside. The cabin is spacious and has all the facilities you need. It also has huge windows so you are able to enjoy the view to a maximum. The internet is good enough for remote working (video and audio calls) but don't expect the fastest speed ever. Don't forget to get some groceries before arrival because without a taxi to pick you up it's roughly 60 min to the supermarket in Patate. You can also ask Carlos to arrange a taxi which is roughly $5 and takes you directly into town in 20 min. It's definitely my nr. 1 place I have slept so far in Ecuador. Truly an amazing experience.,2022-08-01
5161,"bear cabin, sweet home in the mountains.","Talk about a beautiful house! Wonderful views of the mountains and stars at night (Being from the US, we were quite excited to have a wonderful view of the Southern Cross). It is a bit hard to find, but our host was wonderfully patient and helpful and eventually found us when we couldn't find him. Be aware that you do need to drive a quarter mile or so down a gravel road, but if you've been driving long in Ecuador without minding the potholes and speed bumps you should be fine. Be sure and bring warm clothes, there is a fireplace and propane heater that take the edge off, but it can still be awfully chilly in the morning. Definitely worth the detour from the main roads, I would absolutely recommend this to anyone looking for a place to stay in the area.",2022-08-01
5162,"bear cabin, sweet home in the mountains.",Great little cabin located up in the hills.  I only spent one night here but it was great.  the power is solar with batteries so you can charge your electronics no problem.  Carlos met us in town and showed us how to get there since google maps isn't 100% accurate.,2022-04-01
5163,"bear cabin, sweet home in the mountains.","Very nice cabin, beautiful location and scenery. Excellent place, congratulations!!!",2022-10-01
5164,"bear cabin, sweet home in the mountains.",Perfect stay,2022-10-01
5165,"bear cabin, sweet home in the mountains.","We enjoyed Carlos's cabin very much. The cabin is very nice, fully equipped and very cozy. The location of the cabin is spectacular, the photos don't do it justice, it is something to see and experience it in person. Thank you very much Carlos for everything, and for the kindness of your father, who brought us fresh milk in the morning, a nice touch on his part.",2022-10-01
5166,Villa 2 - Luxury Apartment,"The apartment was a great place to stay while in Ambato. It was very spacious, clean and had all the amenities one would need. The apartment is close to the mall and several restaurants. I highly recommend staying here.",2022-08-01
5167,Villa 2 - Luxury Apartment,It’s very modern place .,2022-06-01
5168,Villa 2 - Luxury Apartment,Great place definately coming back,2020-03-01
5169,Villa 2 - Luxury Apartment,Great place to stay..definately coming back,2020-02-01
5170,Villa 2 - Luxury Apartment,Excellent,2020-01-01
5171,Villa 2 - Luxury Apartment,Ideal location. Near Mall de los Andes Restaurants Banks and Taxi.  Clean. Quiet.  Attentive host. Definitely staying there again.,2019-07-01
5172,Villa 2 - Luxury Apartment,"Don Jorge was a very nice and attentive host. Sparking clean, looks much better than the pictures in person. House is in a safe neighborhood and secure building. I enjoyed the fine details of the apartments, I would definitely come back again.",2019-07-01
5173,Villa 2 - Luxury Apartment,"Fantastic place, modern with all required amenities. Fast and reliable internet, close to restaurants and mall. Jorge was a great host and was easy to get a hold of for any questions/inquires.",2019-05-01
5174,Villa 2 - Luxury Apartment,This apartment is in a great location and has everything you could need for a place to stay and relax with a good view of the city at night. This location has an outside patio that non of the other apartments have in the building. You can cook or order in here as it is only 4-5 blocks from the Mall. Really enjoyed our stay and will be staying again in the future.,2019-04-01
5175,Villa 2 - Luxury Apartment,it was a pleasure to live in your appartement,2019-04-01
5176,Villa 2 - Luxury Apartment,"What I appreciated was the peaceful location of the app, even during busy days before and after NYE. I like to sleep at night without cars, barking dogs, loud music from neighbours, ... and that was the case! The microwave in the kitchen I liked a lot too, it is convenient. Great stay!",2019-01-01
5177,Villa 2 - Luxury Apartment,"We would always come back to stay at Jorge's place in Ambato. We booked it last minute the same day that we wanted to stay there, Jorge answered really fast and communicating wad easy. The apartment is really pretty and very clean, the beds were super comfortable. Jorge is a nice person who even helped us with our travels. I can only recommend staying here!",2018-10-01
5178,Villa 2 - Luxury Apartment,"Excellent host and excellent place, 100% recommended",2022-08-01
5179,Villa 2 - Luxury Apartment,"everything in order again , recommended",2022-08-01
5180,Room with city view,"Super clean, an amazing view and overall an amazing place to stay",2022-11-01
5181,Room with city view,recommended,2022-11-01
5182,Room with city view,Highly recommended,2022-10-01
5183,Luxury Suite for 4,Excellent place to stay! Amazing cleanliness and everything was very comfortable I'm sure we'll be back another time !,2022-11-01
5184,Luxury Suite for 4,Excellent place and excellent host. 100% recommended,2022-10-01
5185,Luxury Suite for 4,very good,2022-10-01
5186,Luxury Suite for 4,Good place to stay,2022-10-01
5187,Luxury Suite for 4,Highly recommended!,2022-10-01
5188,Luxury Suite for 4,"The apartment is very comfortable, very nice, I would return. Everything was excellent",2022-10-01
5189,Luxury Suite for 4,Excellent place !,2022-09-01
5190,"Department#1. Comfortable and safe,Yahuarcuna Sector","Comfortable, clean apartment located in a quiet part of town.  Gabriela was very helpful.",2021-09-01
5191,"Department#1. Comfortable and safe,Yahuarcuna Sector",Extremely accommodating. Very respectful of privacy. The host is wonderful. Definitely a great place to stay.,2021-05-01
5192,"Department#1. Comfortable and safe,Yahuarcuna Sector",cozy place,2022-10-01
5193,"Department#1. Comfortable and safe,Yahuarcuna Sector",A quiet place.,2022-10-01
5194,"Department#1. Comfortable and safe,Yahuarcuna Sector","Cozy, comfortable place",2022-10-01
5195,"Department#1. Comfortable and safe,Yahuarcuna Sector",Excellent for short stays in Loja! Just like in the pictures.,2022-08-01
5196,"Department#1. Comfortable and safe,Yahuarcuna Sector",Excellent service and facilities,2022-08-01
5197,"Department#1. Comfortable and safe,Yahuarcuna Sector","Good place, and nice atmosphere... recommended",2022-08-01
5198,"Department#1. Comfortable and safe,Yahuarcuna Sector","Nice place to stay, the value for money is worth it, recommended",2022-08-01
5199,"Department#1. Comfortable and safe,Yahuarcuna Sector",Great place,2022-07-01
5200,"Department#1. Comfortable and safe,Yahuarcuna Sector","quiet place, comfortable ideal for short visits to the city",2022-07-01
5201,"Department#1. Comfortable and safe,Yahuarcuna Sector","Everything is very good, as described in the post.",2022-06-01
5202,"Department#1. Comfortable and safe,Yahuarcuna Sector","Excellent place. Recommended for young couples, the place is safe and very quiet. The TV is the best of the best.",2022-05-01
5203,"Department#1. Comfortable and safe,Yahuarcuna Sector","Very cozy, good location, many thanks to Gabriela",2022-05-01
5204,Comfortable and modern apartment/ Est. Oranjos,"Amazing, cozy little spot, especially if you have a vehicle to park overnight.  Unit matches the pictures, all upgraded and new.  Excellent communication with Fer made arrival and exit a breeze.  Great value.",2022-10-01
5205,Comfortable and modern apartment/ Est. Oranjos,"Excellent place, very clean and nice. Fernanda and her sister are very friendly people, they made our stay a satisfactory time. I'm sure I'll be back",2022-11-01
5206,Comfortable and modern apartment/ Est. Oranjos,"Excellent apartment lends all facilities, it is very clean and comfortable",2022-11-01
5207,Comfortable and modern apartment/ Est. Oranjos,Everything's perfect and the place is great 🙌🏼😁,2022-10-01
5208,Comfortable and modern apartment/ Est. Oranjos,The place is very warm for a weekend with friends,2022-10-01
5209,Comfortable and modern apartment/ Est. Oranjos,"Excellent stay, cozy family atmosphere and excellent service, highly recommended",2022-10-01
5210,Comfortable and modern apartment/ Est. Oranjos,"Excellent. The apartment is luxurious, it has everything! It is very nice and very clean and the neighborhood is very safe! Definitely a beautiful place to arrive as a family. The host is a very good person, very attentive and very kind",2022-09-01
5211,New apartment complete and cozy,It was a great place to stay. Cozy and clean in a nice neighborhood.  The host was great! I definitely a great place for a great value.,2022-09-01
5212,New apartment complete and cozy,"This apartment has all the ammenties needed for your stay. The hosts communicated well and ensured all was well. The location is about 15 mins from the city center and very peaceful, calm and secured. The apartment is spacious, comfortable and fully equipped including netfilx, wifi, toiletries, detergents for laundry, tea/coffee/snack etc. The rooftop is private and has a beautiful view of the surrounding mountains. Clean, Safe and Tranquil. I without any reservation recommend this apartment.",2021-12-01
5213,New apartment complete and cozy,One word sums it up:  Perfect.  Perfect in every way.,2021-09-01
5214,New apartment complete and cozy,"Great spot! Clean, comfortable and safe.",2021-04-01
5215,New apartment complete and cozy,10/10,2020-10-01
5216,New apartment complete and cozy,"Very nice, clean and cozy",2022-10-01
5217,New apartment complete and cozy,Amazing,2022-10-01
5218,New apartment complete and cozy,"I was very happy, everything was as shown in the photos. I was greeted nicely and the whole apartment was super clean.The area is very quiet and the best thing is that it is close to the office. Next time I come back to Loja, I will return to this same apartment.",2022-10-01
5219,New apartment complete and cozy,"The apartment is very cozy, clean and safe. It is located in a quiet area. I recommend it 100% and Mrs. Janeth makes you feel very good and above all you feel like I made a good choice and so it was. Thank you and congratulations until next visit",2022-09-01
5220,New apartment complete and cozy,"Everything excellent, the best place to stay in Loja",2022-09-01
5221,New apartment complete and cozy,"A super nice, cozy, extremely equipped place, located in a quiet area of Loja. We felt right at home. 100% recommended, when we return to Loja we will definitely arrive at this apartment.",2022-07-01
5222,New apartment complete and cozy,Excellent place to get to Loja. Very clean and comfortable. The garage helps a lot. Coffee and cookies are a nice touch. Recommended!,2022-07-01
5223,New apartment complete and cozy,"It's exactly what's posted, a very clean and beautiful place.",2022-07-01
5224,New apartment complete and cozy,Great!,2022-06-01
5225,Residential in downtown Loja,Excellent value for money and in a great location. I would highly recommend.,2022-11-01
5226,Residential in downtown Loja,Great value accommodation with very friendly staff and excellent facilities. Highly recommended for those staying in Loja. Would stay again!,2022-10-01
5227,Residential in downtown Loja,Everything was great. Location is the best! Very good value and good clean shared kitchen. Also it was nice to have access to large common spaces.,2022-10-01
5228,Residential in downtown Loja,Great location....very helpful and pleasant staff...Clean and Safe.   I will stay there again whenever I go back to Loja!,2022-09-01
5229,Residential in downtown Loja,I had a good stay at Oscar’s place. The staff will do anything they can possibly do to make your stay a good one. The location is fantastic. No auto traffic. No dogs barking from rooftops. No crowing rooster. The hotel has loads of character. I would return when I come back to Loja!,2022-05-01
5230,Residential in downtown Loja,excellent service and location,2022-10-01
5231,Residential in downtown Loja,"excellent place, it has everything you need to spend several days and the service is first-class. It is two blocks from the cathedral and is close to everything",2022-10-01
5232,Residential in downtown Loja,an incredible place with wonderful people! Super recommended!,2022-08-01
5233,Residential in downtown Loja,"Oscar's residential complex is a highly recommended option to stay in Loja, located in the heart of the city. He was always attentive to make us feel at home, gave us access to the kitchen and gave us ideas to make our visit to Loja an even more pleasant experience, I wouldn't hesitate to return!",2022-08-01
5234,Residential in downtown Loja,"Very cozy, great location. Accessible",2022-08-01
5235,Residential in downtown Loja,very good,2022-08-01
